sample_id,object_id,history_length,history_anchor_ids,independent_huber,joint_huber,independent_normalized_regret,joint_normalized_regret,independent_spearman,joint_spearman,independent_ndcg_at_5,joint_ndcg_at_5
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h04/d0002/5f5ffa80c908,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,4,"[23, 35, 6, 24]",0.008995266631245613,0.00987608078867197,0.0,0.0,0.7923890063424948,0.8176180408738549,0.9605502013763886,0.9803286740668914
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h04/d0003/1e3e61757874,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,4,"[31, 20, 24, 3]",0.005595427006483078,0.00601608632132411,0.6402272721008716,0.22177083872742465,0.7131782945736435,0.7646229739252997,0.577917760216277,0.7944792718771911
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h04/d0004/95f2d5bf9d6f,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,4,"[20, 25, 6, 24]",0.005824116989970207,0.006197203882038593,0.23749595725065922,0.2203694873715301,0.7365750528541227,0.6083157152924595,0.8281660678404366,0.8660389696810781
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h04/d0005/aad90210bc64,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,4,"[13, 11, 26, 21]",0.009718489833176136,0.01551297027617693,0.0,0.0,0.9392529950669487,0.9351656095842144,0.9597563000619111,0.9930538344039137
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h04/d0006/bf231d91b786,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,4,"[12, 5, 0, 20]",0.009872221387922764,0.012062180787324905,0.0,0.0,0.9340380549682876,0.9584214235377028,0.9666957497845876,0.9808548119674775
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h04/d0007/469af48fdb2d,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,4,"[32, 23, 10, 24]",0.012186962179839611,0.012936963699758053,0.0,0.0,0.9054263565891474,0.9739252995066949,0.9749864716166373,0.9988995699968402
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0000/47f898b7f73e,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[26, 41, 36, 35, 15, 6]",0.004465391393750906,0.004530355334281921,0.415044420553193,0.6001842824557391,0.5436350376792805,0.5637306539178348,0.6520498327988175,0.6672503657584073
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0001/32db2ff99afa,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[7, 5, 31, 46, 3, 40]",0.007817292585968971,0.01319875568151474,0.061601602940477077,0.061601602940477077,0.9361478000162061,0.9552710477270886,0.9575485001197837,0.9691274595875037
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0002/227e2208f653,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[29, 47, 11, 43, 27, 30]",0.011009539477527142,0.016433099284768105,0.0,0.03578876576860222,0.9656429786889231,0.9575399076249899,0.9810838974855742,0.9754606802458254
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0003/1cfbad134159,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[0, 30, 45, 44, 27, 41]",0.008133064024150372,0.013470790348947048,0.0,0.03464999166026137,0.9387407827566647,0.9534883720930233,0.9999983130873974,0.9750560954963233
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0004/df5cf58b6d11,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[12, 5, 27, 15, 32, 30]",0.00783446617424488,0.015606495551764965,0.0,0.060390532528672776,0.9058423142370958,0.9152418766712584,0.9858018167952309,0.9791703083421713
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0005/d46bdbe6e19a,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[45, 25, 9, 20, 6, 13]",0.002828318392857909,0.004139269236475229,0.7543305971686023,0.4477080027115164,0.2214569321772952,0.24673851389676688,0.5575440605606743,0.5965162457276167
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0006/17431d8a673b,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[9, 22, 21, 23, 12, 25]",0.006003413815051317,0.007456096354871988,0.2086454826950257,0.2642074019394188,0.813953488372093,0.8568997650109391,0.9415241268737108,0.886164113105949
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h06/d0007/fc77a8c14041,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,6,"[46, 14, 6, 36, 31, 15]",0.011467295698821545,0.01445237547159195,0.17045790844031716,0.0773489356187912,0.8930394619560813,0.9740701725954136,0.9173549906977593,0.9657403454618084
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0000/5f077e544382,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[42, 46, 33, 8, 5, 12, 30, 47]",0.003117109416052699,0.004887615796178579,0.053562437113257394,0.3020878222920545,0.7298311444652908,0.6848030018761726,0.9313458757785281,0.843760339124672
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0001/f2ba15722326,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[44, 28, 3, 18, 41, 7, 33, 6]",0.006023119203746319,0.005906426347792149,0.4072925176884563,0.0368939847988081,0.7418386491557223,0.8181988742964352,0.7986492789965,0.9043345054122892
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0002/75479cc78f37,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[13, 39, 25, 0, 6, 40, 17, 10]",0.005738358944654465,0.008363784290850163,0.1650909957338405,0.1650909957338405,0.9288930581613508,0.9069418386491557,0.9469802487154166,0.9428249686183667
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0003/8f258d5243a1,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[39, 17, 14, 33, 28, 4, 26, 31]",0.0031726781744509935,0.004118372220546007,0.33476069119408797,0.43374822917990835,0.5380863039399625,0.20694183864915572,0.7280338569166785,0.6420353531772794
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0004/846ba386cae3,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[25, 16, 1, 4, 41, 12, 47, 45]",0.004698939621448517,0.010607153177261353,0.06493929648144002,0.0,0.7857410881801126,0.8210131332082552,0.8985993031951751,0.9733788134572733
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0005/3c3734ad1217,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[32, 9, 22, 13, 14, 15, 0, 12]",0.007909474894404411,0.005946250166743994,0.05295572359066141,0.04708647079727796,0.9168855534709194,0.8585365853658536,0.9888497388043763,0.9453495157600054
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0006/b3f0e6741598,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[28, 6, 37, 36, 15, 13, 8, 23]",0.00994572602212429,0.014916330575942993,0.01586081982932792,0.0,0.8444652908067543,0.9431519699812383,0.9755727065115879,0.9924588691687409
test/02691156/1628b65a9f3cd7c05e9e2656aff7dd5b/h08/d0007/b14d09780fa3,02691156/1628b65a9f3cd7c05e9e2656aff7dd5b,8,"[0, 39, 28, 21, 36, 47, 42, 14]",0.009250610135495663,0.011688712053000927,0.0258315675874324,0.16130454362984276,0.9333958724202627,0.798499061913696,0.9442352447840165,0.9160197338677893
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0000/2f0fd1e89b8d,02691156/162ed8d0d989f3acc1ccec171a275967,1,[21],0.021195095032453537,0.013822054490447044,0.029170351588446053,0.029170351588446053,0.9586031452358927,0.9716697502312673,0.9934846556030381,0.9927622276397121
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0001/beead77994cf,02691156/162ed8d0d989f3acc1ccec171a275967,1,[8],0.01622401550412178,0.013024695217609406,0.16464682287832713,0.16464682287832713,0.8388066604995374,0.9259944495837188,0.8861444190868732,0.9048781099086753
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0002/e7cf46a078fe,02691156/162ed8d0d989f3acc1ccec171a275967,1,[11],0.013521121814846992,0.012687482871115208,0.06648162960748988,0.06648162960748988,0.9103839037927844,0.932123034227567,0.9180743016876217,0.9175927935873394
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0003/9d1e0e2d9459,02691156/162ed8d0d989f3acc1ccec171a275967,1,[13],0.017615383490920067,0.013271037489175797,0.021036445961813737,0.03594337739339986,0.9710915818686402,0.9123496762257169,0.9879347356736088,0.9764479932151184
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0004/d03502c43d74,02691156/162ed8d0d989f3acc1ccec171a275967,1,[44],0.016704196110367775,0.011262920685112476,0.0,0.0,0.9315448658649399,0.9627659574468085,0.9914264004048972,0.9914264004048972
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0005/684888c0ebb1,02691156/162ed8d0d989f3acc1ccec171a275967,1,[42],0.010442355647683144,0.008983717299997807,0.21979555218517718,0.0727591855822945,0.947617946345976,0.9380203515263644,0.9069417738658737,0.9726419728186333
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0006/a318c24216de,02691156/162ed8d0d989f3acc1ccec171a275967,1,[43],0.015375984832644463,0.011062515899538994,0.0,0.017160943138036937,0.9291165587419057,0.9306197964847364,0.9757236590190357,0.9981587767618478
test/02691156/162ed8d0d989f3acc1ccec171a275967/h01/d0007/ab897fbdedfa,02691156/162ed8d0d989f3acc1ccec171a275967,1,[19],0.014134499244391918,0.012967003509402275,0.05941856667518664,0.05941856667518664,0.955249768732655,0.9717853839037928,0.9795795097813434,0.9742999998266869
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0000/37bb3b15f28a,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[20, 6]",0.011412536725401878,0.014067488722503185,0.0,0.013497324939792166,0.9057662658032685,0.8984890533456675,0.9953278093657696,0.9799791855220349
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0001/56986f506e40,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[45, 38]",0.015642236918210983,0.01401540357619524,0.04142558800238662,0.017027096703478392,0.9584335491828553,0.9602836879432624,0.9912303141310446,0.9921134276984735
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0002/01570302732b,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[29, 10]",0.007107790559530258,0.00884381216019392,0.0,0.0,0.8313906876349059,0.9493061979648473,0.9502262903553536,0.9986392482248033
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0003/c366b28ed174,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[35, 43]",0.013500032015144825,0.013132860884070396,0.0,0.08690284823027454,0.9263644773358001,0.9664508171446191,0.9816758717839013,0.9789246964867088
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0004/eb4bd64f7014,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[46, 10]",0.005845364183187485,0.009792722761631012,0.17283928754746744,0.04490981211268177,0.8237434474252234,0.9747147702744371,0.9415623560824261,0.9821525697214515
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0005/9f1afa4dc124,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[0, 5]",0.009369774721562862,0.009589253924787045,0.0725484633936872,0.0,0.8790009250693801,0.9423990132593276,0.9801202394528158,0.9991328035259228
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0006/892029810f03,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[31, 32]",0.016405053436756134,0.014056172221899033,0.006297685094967798,0.006297685094967798,0.9412889300030834,0.9606537156953437,0.9940062020173055,0.9962162753674741
test/02691156/162ed8d0d989f3acc1ccec171a275967/h02/d0007/bc213319586f,02691156/162ed8d0d989f3acc1ccec171a275967,2,"[47, 30]",0.013676374219357967,0.012593657709658146,0.033947591270833084,0.033947591270833084,0.9715078630897316,0.9423990132593276,0.9865461934197445,0.9738812239637719
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0000/ca40630d6726,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[17, 18, 20, 13]",0.006399739068001509,0.010109924711287022,0.0,0.0,0.7042988019732207,0.8486257928118395,0.9992904212339561,0.9985346034721371
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0001/99e33df2d346,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[14, 8, 5, 23]",0.011834781616926193,0.012596791610121727,0.07523672686161194,0.0,0.9623678646934463,0.9805496828752645,0.987009249995205,0.99806376851225
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0002/da6cdea58fd1,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[14, 13, 33, 20]",0.009017014876008034,0.008606203831732273,0.46622556225390227,0.4004300707671334,0.7636363636363638,0.7742071881606767,0.6493919197487046,0.6968823958486641
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0003/993af4c819df,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[10, 6, 43, 23]",0.004916614852845669,0.004113397095352411,0.15981950864213992,0.22356639519757152,0.399154334038055,0.6560958421423538,0.7635170656451326,0.8650930212184399
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0004/852af448ee08,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[46, 20, 12, 38]",0.010050702840089798,0.013331473805010319,0.02477680116486049,0.08477564184883138,0.863002114164905,0.77307963354475,0.9943285686486287,0.9545783307722742
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0005/38f09181c4a4,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[20, 40, 19, 34]",0.008285687305033207,0.012951228767633438,0.05730981259846695,0.05730981259846695,0.9341789992952785,0.9413671599718113,0.9755211384550566,0.9880179867202482
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0006/913a1dd0c7c4,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[24, 37, 2, 11]",0.004522173665463924,0.005150812678039074,0.9398939783277538,0.06848937914693277,0.1470049330514447,0.5980267794221283,0.4349028719667227,0.887792379806757
test/02691156/162ed8d0d989f3acc1ccec171a275967/h04/d0007/eabe06dd641f,02691156/162ed8d0d989f3acc1ccec171a275967,4,"[38, 41, 14, 29]",0.011008101515471935,0.009919142350554466,0.10734329246124624,0.10734329246124624,0.9099365750528542,0.9375616631430587,0.8724498141827303,0.9395697802390646
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0000/0cfeffd2aff1,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[20, 46, 0, 34, 39, 41]",0.00337524083442986,0.005795130971819162,0.8050105778275045,0.8050105778275045,-0.08710801393728224,-0.03508629770683089,0.43022459344040065,0.5200757874569061
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0001/531027157ee0,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[39, 10, 35, 47, 4, 5]",0.005011157598346472,0.008841784670948982,0.12620315063345985,0.12620315063345985,0.8022850660400291,0.7505874726521352,0.8951728953475128,0.8261964256467704
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0002/31dad897baac,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[39, 45, 28, 36, 18, 2]",0.003837623167783022,0.004971031099557877,0.9775293796229202,0.7201466398413431,0.08824244388623288,-0.19909245604083947,0.353826095122526,0.41439023198902325
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0003/82af68c81131,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[9, 1, 23, 21, 27, 43]",0.00430345581844449,0.003490049857646227,0.369949253469211,0.4478158779086892,0.28984685195689164,-0.17624179564054776,0.7500032982623234,0.5391707436789367
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0004/12444d6706f0,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[34, 7, 20, 32, 11, 8]",0.006824517622590065,0.010119451209902763,0.08535521187836986,0.08535521187836986,0.842476298517138,0.8554412122194311,0.8270939323832358,0.9675948759826987
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0005/0b038507fe4b,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[17, 13, 44, 45, 23, 37]",0.011732963845133781,0.012556985951960087,0.31315298704597805,0.07487571880361239,0.8037436188315371,0.8251357264403208,0.7981748367192507,0.8494486471917927
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0006/996a4e5dd013,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[46, 13, 36, 15, 10, 44]",0.007827505469322205,0.007227486930787563,0.3498118935040654,0.11558308065798983,0.7040758447451584,0.6959727736812252,0.76720725759063,0.8613198939052232
test/02691156/162ed8d0d989f3acc1ccec171a275967/h06/d0007/5f9eafde0e04,02691156/162ed8d0d989f3acc1ccec171a275967,6,"[26, 8, 17, 18, 31, 11]",0.010886240750551224,0.0108538419008255,0.028651110132885536,0.028651110132885536,0.8270804634956649,0.8444210355724819,0.9875071756262152,0.9720064493452929
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0000/a731f92f844d,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[45, 44, 20, 28, 39, 8, 36, 23]",0.00913240760564804,0.003935221116989851,0.10221358059735247,0.029922389965505457,0.7416510318949343,0.8071294559099437,0.9136240819772078,0.9928259375374694
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0001/3ec906ab1206,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[13, 23, 31, 26, 3, 7, 11, 19]",0.004439842887222767,0.006290029734373093,0.5546385408588357,0.6750244189861164,-0.12045028142589118,-0.11407129455909944,0.48175614343015694,0.4681014641444616
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0002/5378daae5245,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[20, 47, 21, 28, 34, 0, 35, 8]",0.007102638483047485,0.011423205956816673,0.0,0.0092608683667944,0.8377110694183865,0.800187617260788,0.8756908664273036,0.9801081025598611
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0003/055b088530f0,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[6, 40, 22, 1, 35, 4, 45, 39]",0.008851573802530766,0.0072778379544615746,0.27405137206343805,0.045411553507699584,0.8352720450281426,0.7324577861163227,0.8161933336150474,0.9664055514787372
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0004/d28d5e364e06,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[5, 34, 41, 12, 24, 42, 3, 16]",0.006455976516008377,0.013077685609459877,0.1256653893431452,0.03273524265476547,0.8414634146341463,0.9174484052532833,0.919183603341886,0.9560706238394568
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0005/08817c997042,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[21, 24, 15, 0, 11, 28, 29, 6]",0.007908252067863941,0.004309490788727999,0.10066718763591603,0.03576410537665063,0.8716697936210132,0.8819887429643527,0.9603853309255552,0.9768686047794346
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0006/2e43f758e01f,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[19, 26, 14, 37, 2, 40, 25, 31]",0.0038796737790107727,0.003991876263171434,0.6972637041853789,0.4733315172683215,0.5219512195121951,0.6350844277673546,0.46241142645329303,0.5001591105059909
test/02691156/162ed8d0d989f3acc1ccec171a275967/h08/d0007/69324c012bcf,02691156/162ed8d0d989f3acc1ccec171a275967,8,"[3, 23, 5, 43, 17, 1, 15, 34]",0.005588026251643896,0.008139632642269135,0.4371582224631651,0.4371582224631651,0.699624765478424,0.7031894934333959,0.712810190274225,0.7119646275865771
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0000/a318c24216de,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[43],0.010402033105492592,0.00996700581163168,0.1582695268972363,0.030206535425902493,0.8086262719703978,0.9772201665124884,0.9213062539880036,0.9954394764103658
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0001/36a9e7f1c95b,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[32],0.01905420795083046,0.011709571816027164,0.0,0.0,0.8923450508788159,0.9668131359851989,0.9853589590359878,0.9944062317230031
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0002/8a5edab28263,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[47],0.011265094392001629,0.009433661587536335,0.01887523175503396,0.0,0.9486586493987049,0.956290471785384,0.9802711523034934,0.9854978839818788
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0003/7cb7c4547cf2,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[22],0.01850428804755211,0.012125607579946518,0.0,0.012831812927052681,0.9678538390379279,0.9812673450508789,0.9922013671698021,0.9964929191519126
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0004/e77b9a9ae9e3,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[5],0.010909649543464184,0.009096579626202583,0.022433984004775955,0.0035456437424089067,0.9357076780758556,0.9592969472710453,0.9956944968129312,0.9990942799297712
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0005/2b4c342f5433,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[9],0.015364985913038254,0.01238684169948101,0.0,0.0,0.9735198889916744,0.9739824236817761,0.9961168883052071,0.9946383063093911
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0006/4bf5122f3445,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[1],0.013550526462495327,0.010638965293765068,0.031500589570465816,0.031500589570465816,0.9010175763182239,0.9531683626271971,0.9780239976190706,0.9802018022902932
test/02691156/1659db64bbf46bcdc1955ee4b5680e91/h01/d0007/d03502c43d74,02691156/1659db64bbf46bcdc1955ee4b5680e91,1,[44],0.016034379601478577,0.01167224906384945,0.0,0.0,0.9554810360777058,0.980804810360777,0.9924973557192517,0.9896438077333479
